module,function_name,runs,assume_free,filter_free,nb_samples,failed_health_check,violation_error,exceptions
python_by_contract_corpus.aoc2020.day_4_passport_processing,blank_line_split,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_4_passport_processing,count_valid,False,False,False,1,True,False,"It looks like your strategy is filtering out a lot of data. Health check found 50 filtered examples but only 1 good ones. This will make your tests much slower, and also will probably distort the data generation quite a lot. You should adapt your strategy to filter less. This can also be caused by a low max_leaves parameter in recursive() calls
See https://hypothesis.readthedocs.io/en/latest/healthchecks.html for more information about this. If you want to disable just this health check, add HealthCheck.filter_too_much to the suppress_health_check settings for this test."
python_by_contract_corpus.aoc2020.day_4_passport_processing,is_valid,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_4_passport_processing,parse_passport_entries,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_5_binary_boarding,apply,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_5_binary_boarding,determine_column,True,True,True,8,False,False,
python_by_contract_corpus.aoc2020.day_5_binary_boarding,determine_id,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_5_binary_boarding,determine_row,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_5_binary_boarding,determine_row_and_column,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_6_custom_customs,solve,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,containers,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,count_containers,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,directly_contains,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,main,True,True,True,1,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,parse_bagexpr,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,parse_rule,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_7_handy_haversacks,parse_rules,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_8_handheld_halting,execute_instructions,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_8_handheld_halting,parse,True,True,False,100,False,False,
python_by_contract_corpus.aoc2020.day_8_handheld_halting,parse_line,True,True,True,100,False,False,
python_by_contract_corpus.aoc2020.day_9_encoding_error,solve,True,True,False,100,False,False,
